collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2014-02-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Hospital for Sick Children,AALL0932,2
2013-01-07,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Cook Children's Medical Center,AALL1131,1
2015-01-19,Urine,Frozen,Fluid,Not Specified,Pre-Therapy,Providence Sacred Heart Medical Center and Children's Hospital,AREN03B2,5
2012-09-18,Serum,Frozen,Blood,Not Specified,Therapeutic Relapse,University of Illinois,AEWS1031,5
2010-12-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The Toledo Hospital/Toledo Children's Hospital,AALL03B1,1
2013-04-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Alfred I duPont Hospital for Children,AALL0932,5
2005-02-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Childrens Hospital-King's Daughters,AHOD0031,2
2011-01-14,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,ACNS1021,1
1991-09-19,Tissue,Frozen,Other,Malignant,Other/Not Specified,Miami Children's Hospital,POG-8741/42,2
2010-01-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,British Columbia Children's Hospital,AALL03B1,1
2010-05-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Penn State Hershey Children's Hospital,AOST06B1,12
2004-04-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Sydney Children's Hospital,P9645,6
2007-12-04,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital of Philadelphia,AALL03B1,1
2013-02-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Minnesota Medical Center-Fairview,AALL0932,5
2000-08-01,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of Wisconsin Hospital and Clinics,CCG-B944,1
2007-12-19,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Children's Hospital,AREN03B2,2
2014-11-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL08B1,2
2008-12-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital,AALL03B1,34
2004-08-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Children's Hospital Los Angeles,D9902,1
2007-03-07,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,IWK Health Centre,AALL0331,1
2002-07-09,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,ANBL0032,2
2001-08-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-1991,1
2006-02-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,New York University Langone Medical Center,ACNS02B3,6
2004-05-27,Plasma,Frozen,Blood,Not Specified,Other/Not Specified,Southern Illinois University,A3973,3
2006-03-14,Whole Bone Marrow,Fixed-Formalin,Not Specified,Not Specified,Other/Not Specified,Children's Hospital New Orleans,ANBL00B1,2
2007-09-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Methodist Children's Hospital of South Texas,AALL03B1,4
2014-04-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Cook Children's Medical Center,ANBL00B1,13
2006-05-16,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Driscoll Children's Hospital,ACNS02B3,1
2008-09-23,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Alberta Hospital,ANBL00B1,1
2002-03-20,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,CCG-B947,2
2010-03-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nationwide Children's Hospital,AALL0331,1
2005-06-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kosair Children's Hospital,ANHL0131,7
2010-11-22,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Medical University of South Carolina,ANBL00B1,4
2011-07-08,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Helen DeVos Children's Hospital at Spectrum Health,AREN03B2,10
2009-10-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Colorado,AALL0232,1
2010-04-30,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Dell Children's Medical Center of Central Texas,AALL0434,1
2009-04-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of California Davis Comprehensive Cancer Center,AALL03B1,20
2006-02-06,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital Colorado,CCG-B947,1
2015-04-07,DNA,Frozen,Not Specified,Not Specified,On Therapy,University of North Carolina at Chapel Hill,AALL0932,2
2006-01-18,Urine,Frozen,Fluid,Not Specified,Pre-Therapy,Mayo Clinic,AEWS02P1,6
2004-02-06,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Oregon Health and Science University,AEWS0031,1
2009-05-06,Whole Bone Marrow,Fixed-Formalin,Bone Marrow,Not Specified,Other/Not Specified,Dana-Farber Cancer Institute,ANBL00B1,5
2004-06-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Virginia,ANBL00B1,25
2014-06-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,AALL1131,19
2011-04-06,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Bronson Methodist Hospital,ABTR01B1,6
2001-03-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Hospital for Sick Children,P9754,4
2014-07-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Mississippi Medical Center,AALL0932,4
2012-11-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Rochester,AHOD04B1,12
2009-06-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Phoenix Childrens Hospital,AALL0331,1
2014-06-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,East  Carolina University,AALL0932,3
2008-10-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Healthcare of Atlanta - Egleston,ANBL0532,12
2007-06-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Primary Children's Hospital,AREN03B2,18
2011-11-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Phoenix Childrens Hospital,AALL08B1,1
2010-06-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL0331,4
2013-05-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Primary Children's Hospital,AEWS1031,1
2000-06-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Texas Health Science Center at San Antonio,P9851,4
2009-08-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rady Children's Hospital - San Diego,AEWS07B1,22
2015-04-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,AALL08B1,20
2007-11-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital and Research Center at Oakland,AALL03B1,2
2005-05-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Floating Hospital for Children at Tufts Medical Center,AALL03B1,2
2013-07-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Helen DeVos Children's Hospital at Spectrum Health,AALL08B1,1
2014-01-17,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Baylor College of Medicine,AALL0932,2
2004-08-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Geisinger Medical Center,AALL03B1,16
2013-12-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Miller Children's and Women's Hospital Long Beach,AALL08B1,10
2015-01-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Childrens Hospital of Orange County,AALL1131,1
2008-04-22,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Childrens Hospital of Orange County,ANBL0532,3
2007-08-13,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kaiser Permanente-Oakland,AALL03B1,1
2014-11-07,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL08B1,1
2013-11-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,State University of New York Upstate Medical University,ACNS02B3,5
2011-11-10,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Broward Health Medical Center,AREN03B2,4
2005-04-20,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Nationwide Children's Hospital,AALL03B1,1
2001-11-30,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,The Childrens Mercy Hospital,P9645,1
2014-02-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,AALL08B1,18
2007-08-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Blank Children's Hospital,AALL0331,1
2012-05-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Medical University of South Carolina,AREN03B2,3
2011-10-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Memorial University Medical Center,AALL0932,2
2014-05-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,AALL08B1,1
1996-02-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Phoenix Childrens Hospital,INT-0133,1
2006-01-05,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Virginia Commonwealth University/Massey Cancer Center,AALL03B1,2
2013-03-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Yale University,AALL08B1,2
2006-12-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Novant Health Presbyterian Medical Center,AALL0331,3
2010-07-20,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,ARAR0331,1
2011-07-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,University of Kentucky/Markey Cancer Center,AALL0331,4
2013-05-07,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Janeway Child Health Centre,AALL1131,2
2012-02-23,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,ANBL00B1,2
2013-01-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cook Children's Medical Center,AALL08B1,1
2010-12-13,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AREN03B2,2
2010-12-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL03B1,1
2007-12-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,AALL03B1,1
2006-07-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Midwest Children's Cancer Center,AEWS02B1,24
2002-12-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Rainbow Babies and Childrens Hospital,CCG-1991,1
2014-12-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Texas Southwestern Medical Center,AALL08B1,2
2011-08-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Princess Margaret Hospital for Children,ABTR01B1,42
2011-07-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Therapeutic Relapse,Children's Hospital Colorado,ABTR01B1,2
2004-12-20,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,CCG-B947,1
2006-07-06,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Golisano Children's Hospital of Southwest Florida,AALL03B1,1
2009-08-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dartmouth Hitchcock Medical Center,ANBL00B1,12
2007-07-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Oregon Health and Science University,AALL03B1,15
2014-04-11,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cancer Centre of Southeastern Ontario at Kingston General Hospital,AALL08B1,4
2011-05-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Loma Linda University Medical Center,AEWS1031,1
2004-09-14,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,ANBL0032,2
2008-12-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Joseph's Regional Medical Center,ACNS02B3,1
2008-05-13,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Hackensack University Medical Center,ANBL00B1,3
2012-12-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Maine Children's Cancer Program,AALL08B1,5
2011-08-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,West Virginia University Charleston,AALL0932,6
2007-08-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,AALL0331,12
2011-08-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,UCSF Medical Center-Mission Bay,AALL0434,5
2007-10-08,Cell Slide,Fixed-Other,Not Specified,Not Specified,Other/Not Specified,Loyola University Medical Center,AAML0531,1
2010-12-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Alabama,AALL08B1,4
2009-11-04,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AALL03B1,3
2005-04-20,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Nationwide Children's Hospital,AALL0232,1
2005-11-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lurie Children's Hospital-Chicago,AALL0232,18
2003-12-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nationwide Children's Hospital,CCG-B947,1
2002-05-09,Tissue,Frozen,Adrenal,Malignant,Other/Not Specified,BI-LO Charities Children's Cancer Center,ANBL00B1,2
2012-03-27,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Helen DeVos Children's Hospital at Spectrum Health,ABTR01B1,1
1999-03-12,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Mayo Clinic,CCG-B947,1
2012-11-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Advocate Children's Hospital-Oak Lawn,AALL08B1,2
2015-02-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Arnold Palmer Hospital for Children,AALL08B1,1
2008-01-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Christchurch Hospital,AALL0331,4
2002-05-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Pre-Therapy,UMDNJ - Robert Wood Johnson University Hospital,D9803,1
2011-03-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AALL0932,5
2011-12-16,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Midwest Children's Cancer Center,AEWS07B1,1
2012-02-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Children's National Medical Center,AALL0434,1
2012-09-28,Tissue,Frozen,Not Specified,Metastatic,Therapeutic Relapse,Legacy Emanuel Children's Hospital,AOST0331,1
2005-08-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,St. Jude Children's Research Hospital,ACNS0121,66
2012-10-05,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Southern California Permanente Medical Group,AREN03B2,2
2009-07-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Helen DeVos Children's Hospital at Spectrum Health,AALL03B1,20
2002-12-17,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,University of Vermont College of Medicine,D9803,1
2012-08-15,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Illinois,AALL08B1,2
2008-12-28,Biofluid, Other,Frozen,Other,Not Specified,On Therapy,Children's Specialty Center of Nevada II,AALL03B1,1
2013-05-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,City of Hope Comprehensive Cancer Center,AALL0932,9
2005-09-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Vermont College of Medicine,AALL0331,1
2005-11-18,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dayton Children's Hospital,ACNS02B3,12
2014-11-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Primary Children's Hospital,AALL1131,6
2010-05-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Wake Forest University Health Sciences,AOST0331,30
2009-12-09,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL03B1,1
2014-04-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Princess Margaret Hospital for Children,AEWS1031,3
2013-10-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Children's National Medical Center,AALL1131,2
2008-04-10,***,***,Bone Marrow,***,Pre-Therapy,The University of Arizona Medical Center-University Campus,AALL0331,1
2015-01-24,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Seattle Children's Hospital,AHOD04B1,4
2007-12-16,***,***,Bone Marrow,***,Pre-Therapy,Princess Margaret Hospital for Children,AALL03B1,1
2004-01-13,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Seattle Children's Hospital,CCG-1991,1
2006-06-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL03B1,3
2010-03-04,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Joseph's Hospital/Children's Hospital-Tampa,ACNS02B3,5
2014-05-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,State University of New York Upstate Medical University,AALL1131,5
2004-07-19,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Marshfield Clinic,ABTR01B1,2
2000-11-17,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Rush University Medical Center,P9641,1
2007-01-03,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Wake Forest University Health Sciences,AALL0331,2
2009-09-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,CancerCare Manitoba,AALL05B1,1
2011-01-19,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL0932,1
2008-10-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,State University of New York Upstate Medical University,ACNS1021,18
2002-07-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Primary Children's Hospital,CCG-1991,1
2004-09-16,Tissue,Frozen,Other,Malignant,Other/Not Specified,Starship Children's Hospital,P9641,1
2010-06-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Oregon Health and Science University,AALL07P4,1
2015-02-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AALL08B1,20
2001-03-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Columbia University Medical Center,CCG-1991,1
2010-10-03,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Natalie Warren Bryant Cancer Center at Saint Francis,AREN03B2,2
2012-10-10,Urine,Frozen,Fluid,Not Specified,Pre-Therapy,Rady Children's Hospital - San Diego,AREN03B2,5
2007-08-29,Serum,Frozen,Blood,Not Specified,Other/Not Specified,T C Thompson Children's Hospital,AHOD03P1,6
2004-10-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kaiser Permanente-Oakland,ABTR01B1,11
2007-05-24,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Mount Sinai Medical Center,AALL03B1,1
2013-04-02,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,West Virginia University Charleston,ABTR01B1,1
2001-12-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Sanford Medical Center-Fargo,P9641,1
2010-12-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Childrens Hospital of Orange County,ANBL0532,17
2014-09-11,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Starship Children's Hospital,AEWS07B1,22
2008-07-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Loma Linda University Medical Center,AALL0232,18
2009-12-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Lady Cilento Children's Hospital,ANBL0532,12
2003-04-30,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,Other/Not Specified,Bronson Methodist Hospital,CCG-B947,1
2014-03-26,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AOST06B1,3
2012-11-16,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Baylor College of Medicine,AALL1131,6
2012-04-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Janeway Child Health Centre,AALL0932,10
2008-04-21,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of New Mexico,ANBL0532,10
2011-10-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,C S Mott Children's Hospital,AALL08B1,3
2007-07-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,On Therapy,Seattle Children's Hospital,D9902,30
2010-01-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Hospital for Sick Children,AALL03B1,1
2003-09-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Starship Children's Hospital,CCG-B947,1
2006-03-23,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Bronson Methodist Hospital,ABTR01B1,1
2013-01-17,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of New Mexico,ABTR01B1,7
2005-10-31,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lurie Children's Hospital-Chicago,AALL0331,20
2014-11-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Natalie Warren Bryant Cancer Center at Saint Francis,AALL0932,2
2005-04-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Kosair Children's Hospital,ASCT0431,1
2012-06-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL08B1,1
2013-05-31,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Ochsner Medical Center Jefferson,AALL08B1,19
2004-03-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Los Angeles,CCG-B947,4
2013-12-16,Tissue Slide,None,Not Specified,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,AREN03B2,1
2013-03-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Oregon Health and Science University,AALL08B1,1
1995-12-01,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Columbia University Medical Center,CCG-B947,1
2012-05-01,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital New Orleans,AREN03B2,1
2009-05-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Carolinas Medical Center,AALL0331,2
2011-02-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Children's Hospital Colorado,AALL05B1,3
2010-04-08,Serum,Frozen,Blood,Not Specified,Other/Not Specified,University of Kentucky/Markey Cancer Center,ABTR01B1,3
2011-04-08,Tissue,Frozen,Other,Malignant,Pre-Therapy,Riley Hospital for Children,ANBL00B1,2
2014-05-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Wisconsin Hospital and Clinics,AALL08B1,1
2011-07-12,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,UCSF Medical Center-Mission Bay,AALL08B1,1
2013-08-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's National Medical Center,AALL0932,2
2014-11-28,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Wake Forest University Health Sciences,AALL1131,1
2013-06-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Children's Healthcare of Atlanta - Egleston,AALL0331,2
2007-05-17,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Cleveland Clinic Foundation,AALL0331,1
2014-05-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL0434,1
2004-08-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Loma Linda University Medical Center,A3973,12
2003-01-30,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rady Children's Hospital - San Diego,A3961,22
2008-11-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Scott and White Memorial Hospital,AALL0232,1
2006-07-03,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,ABTR01B1,11
2008-09-22,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,ANBL00B1,1
2009-10-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,AOST06B1,12
2009-11-23,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Hospital for Sick Children,AALL0331,6
2001-12-21,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dayton Children's Hospital,CCG-B947,1
2010-05-14,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Princess Margaret Hospital for Children,AREN03B2,2
2009-08-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital Los Angeles,AALL03B1,6
